detection_model,metric,dataset,correlation,pvalue,significant
xlm-roberta-base,L_OURS_PRON,abstracts,-0.177241965935285,0.22309521580108005,False
xlm-roberta-base,L_OURS_PRON,news,-0.31144586358193466,0.02938093022352593,True
xlm-roberta-base,L_OURS_PRON,reviews,-0.2506724790489616,0.08234018773509826,False
xlm-roberta-base,L_OURS_PRON,qa,-0.26092796260045015,0.07016301460860712,False
xlm-roberta-base,L_MYSELF_PRON,abstracts,,,False
xlm-roberta-base,L_MYSELF_PRON,news,0.2373086535389575,0.10062635782264527,False
xlm-roberta-base,L_MYSELF_PRON,reviews,-0.5546866854941501,3.5372657210643274e-05,True
xlm-roberta-base,L_MYSELF_PRON,qa,-0.2597654547910936,0.07146689440286595,False
xlm-roberta-base,L_YOURSELF_PRON,abstracts,,,False
xlm-roberta-base,L_YOURSELF_PRON,news,0.42697236732395677,0.002216374745951237,True
xlm-roberta-base,L_YOURSELF_PRON,reviews,-0.606887351404171,3.7860091045703224e-06,True
xlm-roberta-base,L_YOURSELF_PRON,qa,-0.1367200820664011,0.34889073139869436,False
xlm-roberta-base,L_HIMSELF_PRON,abstracts,0.14452456316885431,0.32179817687899925,False
xlm-roberta-base,L_HIMSELF_PRON,news,-0.5571814527662836,3.2059726268344346e-05,True
xlm-roberta-base,L_HIMSELF_PRON,reviews,0.0311824734895403,0.8315655888049228,False
xlm-roberta-base,L_HIMSELF_PRON,qa,-0.34270085458515454,0.01593198344084403,True
xlm-roberta-base,L_HERSELF_PRON,abstracts,0.11024199237066083,0.4508040067375999,False
xlm-roberta-base,L_HERSELF_PRON,news,-0.6508859929467408,4.1192005206229353e-07,True
xlm-roberta-base,L_HERSELF_PRON,reviews,-0.12427733678797802,0.3948866578821274,False
xlm-roberta-base,L_HERSELF_PRON,qa,-0.23649938593809805,0.10182686116302316,False
xlm-roberta-base,L_ITSELF_PRON,abstracts,0.025209386419800722,0.8634867159811489,False
xlm-roberta-base,L_ITSELF_PRON,news,-0.6198735131868197,2.0378016410640477e-06,True
xlm-roberta-base,L_ITSELF_PRON,reviews,0.42295399199716394,0.00246388874684183,True
xlm-roberta-base,L_ITSELF_PRON,qa,-0.1112492860541785,0.44665208872682705,False
xlm-roberta-base,L_OURSELVES_PRON,abstracts,0.11024199237066087,0.4508040067375999,False
xlm-roberta-base,L_OURSELVES_PRON,news,-0.274923174981249,0.055901675227432786,False
xlm-roberta-base,L_OURSELVES_PRON,reviews,-0.6551035153861056,3.267695689466716e-07,True
xlm-roberta-base,L_OURSELVES_PRON,qa,-0.04924681279511876,0.7368464002387809,False
xlm-roberta-base,L_YOURSELVES_PRON,abstracts,,,False
xlm-roberta-base,L_YOURSELVES_PRON,news,-0.26310330311571795,0.06777392196402844,False
xlm-roberta-base,L_YOURSELVES_PRON,reviews,-0.16907198152652778,0.2455056683006882,False
xlm-roberta-base,L_YOURSELVES_PRON,qa,-0.3195880691976731,0.025193218062484347,True
xlm-roberta-base,L_THEMSELVES_PRON,abstracts,0.010976937731119074,0.9403283640571075,False
xlm-roberta-base,L_THEMSELVES_PRON,news,-0.6627485021669228,2.1275934985748544e-07,True
xlm-roberta-base,L_THEMSELVES_PRON,reviews,-0.5237865465968043,0.00011233062613059403,True
xlm-roberta-base,L_THEMSELVES_PRON,qa,-0.15670405192045508,0.282253421462826,False
xlm-roberta-base,L_FIRST_PERSON_SING_PRON,abstracts,0.09351935956201834,0.5227325207968975,False
xlm-roberta-base,L_FIRST_PERSON_SING_PRON,news,0.30308407625316713,0.034269023819242135,True
xlm-roberta-base,L_FIRST_PERSON_SING_PRON,reviews,0.5113219584747517,0.00017359863464461503,True
xlm-roberta-base,L_FIRST_PERSON_SING_PRON,qa,0.21599549332820647,0.13606779934582852,False
xlm-roberta-base,L_SECOND_PERSON_PRON,abstracts,-0.1918455487515245,0.18664953871876172,False
xlm-roberta-base,L_SECOND_PERSON_PRON,news,0.5816903474098658,1.1682104062862683e-05,True
xlm-roberta-base,L_SECOND_PERSON_PRON,reviews,-0.3260451165507567,0.022238619946531823,True
xlm-roberta-base,L_SECOND_PERSON_PRON,qa,-0.06820760441557322,0.6414512946680339,False
xlm-roberta-base,L_THIRD_PERSON_SING_PRON,abstracts,-0.057332906585135554,0.6955813879387146,False
xlm-roberta-base,L_THIRD_PERSON_SING_PRON,news,0.6390499139377062,7.743419337536812e-07,True
xlm-roberta-base,L_THIRD_PERSON_SING_PRON,reviews,0.3174803048343079,0.02622613334419659,True
xlm-roberta-base,L_THIRD_PERSON_SING_PRON,qa,-0.24273008369125562,0.09286332090144259,False
xlm-roberta-base,L_THIRD_PERSON_PLURAL_PRON,abstracts,0.3501826082733265,0.013638204029233004,True
xlm-roberta-base,L_THIRD_PERSON_PLURAL_PRON,news,0.4728207892497058,0.0006020964169802007,True
xlm-roberta-base,L_THIRD_PERSON_PLURAL_PRON,reviews,-0.36745682021722875,0.009394323219418155,True
xlm-roberta-base,L_THIRD_PERSON_PLURAL_PRON,qa,-0.2905096261052745,0.04287004524679788,True
xlm-roberta-base,VF_INFINITIVE,abstracts,0.21129202564815647,0.14501330514243876,False
xlm-roberta-base,VF_INFINITIVE,news,0.581687133231128,1.1683713641162877e-05,True
xlm-roberta-base,VF_INFINITIVE,reviews,0.2974305462394011,0.03794070291637828,True
xlm-roberta-base,VF_INFINITIVE,qa,-0.17065444215529016,0.24104993348663342,False
